ad_id,advertiser_name,keywords,bid_price,quality_score,historical_clicks,historical_impressions
980c2185-7634-5c02-b20a-06248ae8c11d,"Nelson, Hoffman and Nelson",gaming|laptop,3.45,5.83,1495,17402
a98625c7-c988-519b-bfee-84806b502b0d,Gilbert PLC,finance|fitness|headphones|jeans|travel,0.59,8.69,2682,19532
76525039-a4d1-5605-bad9-25c5483489b6,Sanchez Ltd,electronics|gym,2.89,2.68,220,3251
d5b6e783-12b4-54a4-8eb0-da303ce78957,"Perez, Hall and Garcia",beauty|flights|running|shoes,4.82,3.51,934,14658
9aa531e4-283c-5271-8bad-0fba9bb13f78,Love-Garcia,books|fashion|headphones|insurance|jeans,3.91,8.14,1845,16365
d6864d7f-6626-508b-9d93-33386a54f25a,Smith PLC,books|jackets|sneakers|yoga,1.80,8.71,1581,11873
d0852374-11e5-526d-8252-ebe9b0b23ed6,Russell Group,books|electronics|fitness|vacation,4.59,2.41,590,17963
afdf78d2-7d59-5ca3-8959-a8e0c2b3a6eb,Santos-Avila,books|hotel|skincare|yoga,3.15,1.67,395,10502
9f989b82-f37c-5262-a45a-5382f15f1b8e,Morris-Brewer,education|flights|insurance|smartphone|workout,4.99,7.42,1293,9594
794a608e-daed-585f-9176-97aacec7620c,Pearson and Sons,fitness|running|smartphone|workout,3.32,9.46,121,805
fded32af-01d0-544d-bf90-2665123667f6,"Rodgers, Jefferson and Johnson",gym|jackets|skincare|yoga,4.05,9.41,2095,12507
99a88144-1de7-575c-8258-a65d9efc4052,Butler and Sons,books|electronics|flights|jackets|travel,2.98,2.81,522,6645
000fb0fe-2b84-5fcf-ad5a-d0e4c8ff9fd1,Osborn Group,laptop|skincare,4.73,1.92,414,18431
cdd6c48f-aca2-5f37-a6f4-276a32817cad,Lopez-Curry,beauty|running|shoes|smartphone|vacation,4.15,5.60,1357,17930
e7c7169d-0abe-534c-b291-16e506d115da,Mcdowell-Smith,jeans|travel,4.45,7.89,2351,19007
2a7215c2-b1c4-58a6-9d66-e0955badce52,"Morrison, Hebert and Rogers",jackets|travel|workout,0.73,6.90,791,10004
48e3cacd-e399-5003-892a-f24d5e133ff5,Hays-Daniels,gaming|insurance|jeans|protein|skincare,3.47,5.88,554,5082
50d812e8-5d24-5c1d-8abd-facc6fed84cf,Small-Anderson,gaming|laptop|sneakers|travel|vacation,1.78,4.89,1334,17625
bef8059a-7d36-5690-b3c6-4223bb55607b,"Mcdonald, Lee and Rodriguez",sneakers|workout,3.76,2.53,612,11933
a9d38a95-c739-5b77-aaf2-84a2f319eafb,Simon Ltd,beauty|finance|running|yoga,2.62,3.03,153,2383
8481da07-6a97-5431-b82b-143da23540dc,Higgins-Smith,fitness|gaming|gym|headphones|skincare,2.84,7.84,482,4260
d30f5e4b-8621-59ae-9583-50dffd70565c,Gibbs-Bradley,electronics|flights,3.90,2.62,294,6871
5ff23729-e28a-5171-955d-14a37a68d613,Thompson Ltd,beauty|fashion,1.73,1.17,643,15008
78cff5e1-7c9d-53cc-add9-ee67b9daa9de,Wilcox-Robertson,books|gaming|headphones|laptop|travel,0.74,4.34,1087,14368
de06a885-348d-5629-be80-74cebb028b3a,Morales Inc,beauty|education|flights|gym,2.80,1.02,19,575
45b979c3-0a86-5eb8-b414-13d05990bafb,Holden Group,gaming|gym|hotel|workout,1.34,4.41,664,11507
914baf8e-2a31-57ec-aaff-07c8cff57a55,Boyle-Smith,protein|running,4.24,9.12,708,6370
342be176-fc75-5ed7-bd28-1e6eb5fde7d0,Young-Molina,beauty|flights|running|travel,1.86,3.67,505,9306
c1907d10-ca9c-5f8a-969a-052784b80f21,Turner-Sharp,books|fitness,2.56,1.99,669,18266
0034fea2-6eb5-5cf9-b136-4ffadf9b17b7,Green LLC,flights|headphones|protein,4.88,8.58,1684,12212
25774022-d69c-5488-bdfe-1fe21f163a4b,"Young, Contreras and Marshall",electronics|gaming|protein|yoga,4.21,1.40,499,11806
7d587f2a-a654-53d2-a3e0-e42af3af5f60,Sullivan PLC,electronics|finance|laptop|yoga,1.24,2.36,76,7416
f48d4d58-c9de-52fd-a6ea-cda6400a28f2,"Carrillo, Vaughn and Fowler",beauty|education|sneakers|yoga,2.73,1.36,264,13063
15f50f66-9689-565e-926c-176ca98e3f6e,Richardson-Walker,books|gaming|gym,2.57,9.73,2465,17718
4ed04521-2bf8-5470-9ab3-9b2aa924fa21,Mendoza Group,books|laptop|vacation|yoga,1.80,2.01,505,15583
14758e59-ae71-5b5f-ba33-4ccc2a5d65d3,"Zhang, Brooks and Miles",beauty|headphones|insurance|jackets|yoga,2.66,4.22,40,770
ef7f6888-f780-537c-964b-2ff784327ec7,Todd-Pham,headphones|jackets|sneakers,2.57,6.56,937,9263
bf6e3a35-84c0-5265-8979-fb9a627fd9ea,Gill Ltd,jackets|laptop|smartphone,1.95,7.81,1859,15111
d175fd19-5191-5e6f-a7f5-8cba12b5a5c3,"Marks, Miller and Griffin",finance|fitness|jackets|skincare,1.84,4.88,471,6216
f429717b-2ad0-5d7e-9f8a-c636937f379a,"Cox, Stark and Rodriguez",smartphone|sneakers|travel|vacation|yoga,3.01,7.60,130,1231
5c883e6e-ab72-5bd2-9525-e1e02c0fc1a8,"Leach, Harris and Herrera",finance|flights|jackets|yoga,2.67,6.89,692,6547
a7cd2bf2-b75f-5bd1-92f4-09349da5ce46,Murphy PLC,running|sneakers,1.14,8.79,331,2271
15f66559-e905-5731-a2df-cf7c55eba263,Wilson-Harris,running|smartphone|workout,1.74,4.20,365,10021
ec29babe-d332-581a-87c3-cdcaedea01ba,"Burns, Nolan and Griffin",fitness|gym,0.82,3.55,581,9680
bd0cc63c-33e1-5078-aef1-bd5e786b262a,Chavez PLC,electronics|gym|smartphone|vacation,0.61,7.52,1920,15464
45aa4f29-7c18-570d-a121-18d813e2df5a,Bryant-Brown,books|education|gym|running,3.47,2.44,1188,19651
66057e9d-d8dd-5a77-8d39-6aeddc7dfd84,Chambers-Parker,books|flights|gaming|insurance|travel,4.32,4.28,261,3506
99498cfe-c8cc-53b5-9432-fe7ee895b53e,Foster Inc,books|jackets|sneakers,3.55,1.68,344,13355
c915a929-757e-5740-b432-0791910bdb31,"Robinson, Jones and Henderson",books|education|finance|flights|vacation,4.48,6.79,1745,18280
82b89851-228a-5dff-b766-9170c2c28824,"Brown, Mcknight and Michael",books|fashion|running|smartphone|yoga,1.32,4.91,1533,18340
7f28bab4-8fd2-5501-be5f-fba0060e0ea8,Andersen Group,electronics|hotel|smartphone,3.65,6.87,1655,19735
b85889c1-2f5d-5afd-b19b-8a7d37050672,Mitchell and Sons,beauty|fashion|jeans|sneakers|yoga,3.54,3.73,1035,14510
e966ce31-9654-5f12-a9b2-914fd23e5ef7,Cannon Ltd,hotel|protein|travel,2.80,5.02,1052,11121
e9b6232a-5a7e-56ec-bf34-e0db303e93bd,"Stuart, Brooks and Vance",education|hotel|jeans|skincare,4.32,6.61,1871,17438
7fb420c6-97e6-5e0d-bdb0-0ddd0f2a197d,Kane-Knox,gym|laptop|workout,1.72,3.93,618,9109
60c355de-e8ca-5a09-929a-714efbca15d0,Miller-Brandt,electronics|fashion|finance|jackets|shoes,0.50,2.81,22,616
74a44452-5152-5c18-83c6-f654e34e21e9,"Anderson, Dalton and Wilson",electronics|flights|gym,1.90,2.94,430,18392
5fe62227-e772-54c3-9d49-e9bb82da85cd,"Long, Anderson and Irwin",flights|skincare,1.06,2.14,783,13366
fdcac682-f280-56de-a220-c72596c9e4ee,Avila LLC,books|laptop|sneakers,3.59,2.40,569,11613
4a8b8716-76f9-57c2-849b-ffcac2f1eca0,Nunez-Stephens,smartphone|sneakers|workout,4.15,4.68,1600,18788
b02cb9c9-34e1-5a36-8203-052b90a2dbea,"Gray, Hall and Murray",insurance|protein|smartphone,1.14,6.94,357,5840
e0599b9c-8f38-565c-8987-ef9023d3aebc,Hill Ltd,fashion|fitness|sneakers,0.71,9.50,1179,7036
01b7335a-7e3c-576f-8b9c-a0368198fd30,Johnson Ltd,books|electronics|fashion|protein|running,2.62,7.56,1361,17174
8a98a116-67a0-5304-a564-2e934e58e45f,Mendez-Mayer,books|fashion|jackets,2.30,7.02,375,3615
9c291ad2-394a-5d26-a8c2-38dfd8eff12d,Allen Inc,gaming|jackets|skincare,2.18,4.08,583,9054
94c6b0b5-68d0-5afc-83be-64cba7fca276,Wheeler Group,gaming|gym|headphones|jeans|sneakers,1.61,8.14,649,5471
d6f129a5-1785-5f8b-99d9-7d9eae051f8f,"Powers, Brennan and Sanchez",shoes|smartphone|travel|yoga,1.17,5.56,1148,11930
9f7d8ce6-db25-5087-9001-3bda82e501a2,Morales and Sons,jackets|travel,0.82,6.51,1460,15419
84b24783-42d7-5c84-b7cc-c314ee5dfffd,"Robinson, Shields and Brown",finance|gym|shoes,4.62,3.85,744,8377
b11196dc-a83d-5270-ab71-2744b664b60e,"Holder, Young and Hendricks",books|laptop|skincare|yoga,1.09,1.45,260,6058
a6dc4bbd-2708-581f-9390-212863d21eb3,"Flores, Harper and Chambers",beauty|headphones|running|yoga,2.49,1.33,9,1710
8a057056-d34a-52f9-a12e-66976501c72d,Young-Walter,beauty|books|sneakers,2.14,5.77,310,4133
a80db470-5390-5159-b1fa-098936e20b09,"Boyd, Gutierrez and Hill",gaming|travel|yoga,4.69,1.59,633,19791
75492ce4-a842-5dcc-8b73-c5a613233fc4,"Fry, Hobbs and Buck",beauty|books|education|headphones|travel,3.06,6.93,1682,14829
e95fcf73-e1d4-52a0-837f-e882dd417c35,"Shelton, Peters and Williams",shoes|vacation,2.51,1.04,208,8127
6bfbf4a0-3b4f-5f61-b1d1-712746193d68,David-Powers,finance|headphones|shoes|smartphone|sneakers,4.99,3.78,1525,18485
248e765e-1439-58a4-b011-d1e7370c29df,"Flores, Butler and Hernandez",books|education|electronics|skincare|workout,2.71,7.16,337,2995
82f454fd-6cae-54f4-823e-c967c8e57f67,White-Medina,books|electronics|gaming|gym|skincare,4.29,5.31,847,11292
98be876d-01ed-5c2b-a078-53b393ce07a0,Atkinson LLC,electronics|fitness|shoes|smartphone|workout,3.18,4.68,1352,14674
57b52f7b-24d4-59a3-8376-00dc1b489fa8,"Thomas, Ford and Brown",insurance|travel|workout,4.73,5.57,1151,13295
b8aedc07-c504-5ac0-afde-4113c5184963,Faulkner-Grant,finance|jeans|yoga,3.72,5.97,1069,10949
ab48d1fb-5153-5223-8aa6-0f6675b843e0,Price LLC,hotel|jeans|laptop,1.31,4.62,1579,19481
8e663218-7067-5feb-8a2c-dfd32decce46,Rivera Inc,books|jeans|workout,3.83,7.14,762,6197
11ddd835-5a52-5eee-8d8a-b99a8af6b583,Boone-Davis,jackets|shoes|skincare|smartphone,4.46,2.40,423,8944
67119e0d-cec6-558e-9072-a962cdd68bfb,"Calderon, Williams and Bennett",protein|smartphone|vacation,3.45,2.24,243,6238
4b192e0a-dad7-5d38-a192-30148f1c4bfc,"Morrison, Russo and Lopez",fashion|laptop|running|yoga,0.89,2.13,148,2852
16b23e00-3ed9-59db-867d-1a9cdff79b1c,"Ramsey, Hansen and Mendoza",education|flights|hotel|insurance|running,3.99,3.44,1233,17758
3834f719-184b-5439-b729-cf638d437dcf,Turner-Stout,gym|laptop|protein|sneakers|travel,1.60,4.90,734,10567
efb22066-4a86-5243-b99c-b92c017faf11,Giles Ltd,flights|gaming|protein|vacation,2.14,4.49,1060,13704
a8d3e998-939b-5f80-b19b-cf677d70d506,Burgess Group,electronics|fashion|flights|insurance|travel,3.63,1.98,85,16903
e679f721-b6c3-5555-a390-e120fb823861,Dominguez Ltd,education|gaming|protein,2.66,7.23,512,5593
dec9b3b1-e4b1-545e-8e80-deb0e2bcadd6,Sanders and Sons,beauty|fashion|flights|headphones|skincare,4.45,2.62,83,3102
2c95db4c-74df-5bf9-8e64-9331922cbe95,"Morris, Campbell and Owens",fitness|gaming|protein|skincare,2.60,2.09,173,4569
9e953a39-6128-568f-8cd0-e4cbca78656b,"Howard, Green and Hunt",beauty|books|protein|shoes|skincare,2.34,9.28,2892,19801
9a17e80f-9ef9-5603-ac05-a92c94a67cbe,Owens-Lang,fashion|flights|gym,1.47,4.07,932,9645
db5b38b8-124c-5abe-99da-d5cf32b4fbf6,"Harrison, Franco and Rocha",fashion|laptop|protein,4.04,6.67,576,5604
e0566328-4be7-52c9-b7ec-c27dc4c73b39,Edwards-Williams,beauty|fitness|hotel,1.35,6.69,1209,14569
7d2f19d6-188a-5364-81ae-b6d28c49dd34,Figueroa Inc,gym|hotel|shoes,4.10,5.78,106,1258
cbea4d53-7762-5f74-8aea-79e0239d301e,Tran-Silva,fashion|hotel|jeans|vacation,4.91,3.14,623,14913
c51c1da9-375f-501d-9b8a-0570a0598a88,"Butler, Hernandez and Rivera",beauty|gym|laptop|travel|yoga,1.22,2.43,33,1565
4ab636bb-3978-5f51-b9ce-7ce74e06eef0,Hudson-Sanchez,electronics|finance|yoga,0.64,3.86,402,7597
b843309e-661f-58e4-94f2-a91c2b8fee85,"Pena, Cohen and Scott",flights|jackets|shoes|workout,2.35,6.24,111,1478
4651e822-b3f7-50e5-907d-0a86b8adfd7b,Levy-May,beauty|jeans|protein,1.90,3.02,1136,18240
99e51796-38af-586b-890a-403842ca8d11,Murray-Oconnor,protein|yoga,1.35,6.70,584,4288
b9e78940-f2ba-52fe-9fca-c6707d4436ba,Jackson-Cortez,electronics|gym|laptop|running|skincare,1.26,3.01,796,12031
a404798a-a0f1-5acc-999e-6bfe86c0219f,White-Preston,electronics|flights|protein|travel|yoga,0.70,2.50,524,13178
c7c2adc5-6e25-5745-bbce-a0cefd439e5d,"Bernard, Warren and Combs",finance|skincare|vacation,2.89,3.11,260,8235
4b15dbdf-bb86-5452-9d6e-7f3f68f1fa92,Landry Ltd,fashion|hotel|protein|shoes|workout,2.47,6.41,825,12036
9567829a-0d1b-5a16-813f-3f34980082e0,Duran Group,beauty|education|electronics|headphones|hotel,3.16,3.90,505,8867
e308f900-bd99-5c42-9daf-ed356a2464d7,Kirby and Sons,books|running,2.86,1.42,305,6385
33a7d7c1-f638-5533-9dab-1600d811a57d,Mann Inc,electronics|jackets|skincare|workout,1.18,3.17,1024,15330
cb156c67-275d-5701-bc4f-9498f044b2ef,Wagner LLC,fitness|gym|laptop|smartphone,1.22,8.48,1866,12907
02509c6f-3bb7-55b2-903a-7453d031b9b4,Williamson Ltd,beauty|headphones|jackets|laptop|travel,2.97,5.94,389,5711
a80b7ad3-c095-59c5-a473-22f0b78a3a5e,"Durham, Hopkins and Smith",jeans|shoes|travel|workout,4.65,2.30,415,5888
b61ca2c2-57a6-55cd-b97b-cb90c3ba186b,"Arnold, Smith and Moreno",electronics|laptop|protein|running,2.54,4.09,403,6098
73be02d6-d225-5399-a1f5-71e96685feea,Nichols-Mitchell,books|flights|smartphone|yoga,3.73,4.15,982,16881
55f8b697-9dbe-513f-9377-2de7a106f810,"Li, Craig and Drake",insurance|smartphone,2.36,9.40,189,1316
acd6046c-5296-511c-99d2-5c8e08019028,Rodriguez Inc,beauty|books|fashion|laptop|protein,2.14,4.09,158,2605
4226dbce-2d11-5e1e-adc6-747159687516,"Hernandez, Lee and Fox",hotel|insurance|running|skincare|vacation,0.60,3.65,404,11396
12e84ad6-2a86-5025-aa1e-1899e48b35a6,Adams-Sanders,books|headphones|jeans|yoga,4.27,5.59,465,7174
2d4d3c8d-2b23-5b9b-b90b-ae2c51648d22,Chung-Stevens,jackets|jeans,4.67,2.05,1028,18740
c3d5a3a2-40f3-5a23-b719-6444de87b975,Branch and Sons,shoes|skincare|smartphone|travel|vacation,2.99,4.88,1310,16003
fb9176a1-e0a8-5b73-ab46-48bf6092813a,Sutton-Abbott,fitness|flights|smartphone|yoga,1.29,3.70,835,19538
24935dae-8f69-5dae-a451-1de83a59ac98,"Frey, Santos and Johnson",books|electronics|headphones,0.68,1.50,401,17175
51156900-0cb8-5185-b5ef-f53d23c945f0,Gray-Tran,fashion|vacation,4.68,3.87,663,11390
26952810-d4aa-576d-8dca-7115aa0d29ae,Walsh Ltd,beauty|education|shoes,1.75,9.05,140,1292
23e00525-31cd-53f0-adec-c763e259b713,Miller Group,books|headphones|vacation|yoga,3.15,3.92,28,373
c2b54ac3-863e-5a78-9af4-25fb0ce37908,"Mueller, Knight and Hodge",insurance|protein,1.07,9.46,2576,17397
e832c5d4-d023-52e0-888e-617436ff4d91,Jacobson Inc,jeans|protein|travel,1.99,2.12,359,15001
3f46cb7a-a44d-51e1-a8ed-f03ebae7a957,Lewis Ltd,beauty|education|shoes|travel|vacation,0.52,2.73,28,635
270b801b-35c9-5130-bc2a-ec32896598ef,"Alvarez, Williams and Jones",hotel|insurance|smartphone|travel,4.40,1.49,374,13575
434837e8-07c2-5241-8037-141974747336,Lam-Elliott,books|electronics|gaming|smartphone,1.05,7.13,388,3559
07cfc247-afb3-54b8-8935-8f0bd86e84db,White LLC,education|headphones|sneakers|vacation,1.66,5.89,1592,15140
d09eb1f0-578d-549d-952a-28877ae1db86,Ali PLC,fitness|gym|headphones|laptop|workout,0.83,9.37,1947,14955
56510310-42f9-5927-ab25-4a3994519957,Goodwin Ltd,gym|skincare,2.32,9.20,2287,19265
108a5a99-5cba-5472-9e04-ac4c5c3af299,Hickman-Evans,hotel|laptop,1.05,3.64,471,10064
436504ce-2627-5c47-b7ce-f09869d9288c,"Allen, Davenport and Price",skincare|sneakers,2.49,5.32,192,2327
b3e8b7d4-cc92-557c-b9ae-9ddb4198cc4e,"Rivera, Campos and Taylor",laptop|running,4.10,3.12,42,665
bb51b043-6dec-5ddc-b658-73f0b09a76bd,"Ramsey, Mason and Mccann",fashion|hotel|jeans|laptop|protein,3.04,4.94,184,2421
594fdea0-e03d-5d6c-9053-50b23857fed0,Davis and Sons,books|gym|insurance|protein|sneakers,1.41,5.58,1061,11134
d202e89c-c334-57f3-9146-d15c933fa7fe,Peterson PLC,gaming|sneakers,4.12,3.32,86,1524
fb30dd32-33df-597f-86fd-3e283c129ca1,"Sanders, Ayala and Johnson",beauty|education|hotel|laptop,3.43,2.75,378,6805
638b0c65-2cad-5f87-88ed-1baac0f49fac,Bowers-Hayes,beauty|finance|laptop|skincare,4.63,8.83,1064,6759
967fc6bd-d21e-553d-90ca-9fe4b9e64285,Kelly Group,books|insurance|vacation,2.22,8.74,3008,19700
81bdbb54-d1f1-556e-95bd-aacff7f7acb4,Lopez-Willis,beauty|fashion|flights|vacation|workout,2.20,9.88,790,6262
31304b6a-62ec-5d38-b58f-a9184ad5213e,Miller-Montgomery,flights|hotel|jeans|sneakers|workout,2.52,3.99,842,10976
cfa5d140-4c0f-5d3f-98e9-5893a169c3d3,Marquez Inc,beauty|education|fashion|flights|protein,2.99,1.83,52,5467
30f428fd-ffdb-5d4d-b8d5-bf39645b8c1c,Moore-Dawson,electronics|gaming|hotel|running|workout,1.33,3.65,1348,19164
719dc243-a4ff-5149-9b0f-ba1903da94e8,"Moore, Price and Ward",education|gym|insurance,2.28,4.11,968,12872
95f46198-4331-57c0-8588-1b0285af806f,Smith LLC,books|running,0.89,3.95,761,15950
c8d67545-1c5c-529c-a6d4-1f72afe00d5e,Ward-Nelson,electronics|finance|fitness|running,2.47,9.29,1402,12164
269dde2a-7e26-5321-803f-763c8007c44c,Miller Group,fashion|gym|jeans|protein,3.99,4.22,416,6835
25d9488d-ca6c-5538-a260-f822abb613fb,Hawkins-Hunt,gym|jackets|protein|yoga,3.12,8.82,162,1134
3e5c8237-8212-532e-8ffe-7a9e423c96f1,Johnson LLC,fashion|jeans|shoes,1.42,7.00,1053,9686
be218754-1572-5ce4-a70b-bd2e72d7b6cd,"Davis, George and Nguyen",beauty|education|headphones|hotel|vacation,2.14,4.75,808,12034
e6bf4345-6b57-54aa-9bfb-5ae72ef97c69,Smith-Gutierrez,hotel|running|sneakers,4.48,9.10,1106,8716
021c2622-617b-5412-9ae1-77a6705b141f,Hardy PLC,beauty|electronics|jeans|running|shoes,3.19,1.27,651,19941
6e9f3fc4-441f-5f23-bd4d-5f9a29abcdc2,Armstrong and Sons,gym|hotel|jackets|protein,1.49,8.46,2201,16213
c0b3e5db-2d5c-5491-a923-7d7d36c4bfd9,"James, Taylor and Turner",gym|insurance|skincare|workout,2.55,2.72,112,1994
bc9b29bd-8046-5628-ad73-19f49789e6a5,Thomas-Jackson,flights|headphones,2.59,9.81,360,2647
21aa6eb1-ff31-54bd-9a0d-42ef54122f48,Fisher-Washington,finance|insurance|protein,3.57,1.37,69,13850
458973bd-822b-564d-8214-b2ea81f447e5,Ward and Sons,electronics|fashion|fitness|insurance,1.24,4.19,1250,15190
31bbabca-cc07-5282-8d14-de68e6c5615b,"Weber, Wheeler and Gonzalez",books|gym,1.35,3.98,1239,15561
361f6448-6fb0-5cd1-be62-003759fff62a,Taylor Inc,electronics|headphones|running,2.09,2.33,1269,19661
4980677f-a691-588d-9dbf-13b2ad8731b8,Cook-Oliver,jackets|jeans|running,4.78,6.81,1740,18669
40c5d6d2-cbb5-5d19-b2f2-82fd097dc09d,Alexander-Jordan,fitness|hotel|running|skincare,2.42,6.92,886,7538
acad32be-cdc6-5a17-ba73-5355ed628e43,"Mccann, Taylor and Flores",finance|headphones|jackets|yoga,4.15,2.16,174,3364
e63b02d0-1e1f-5906-830a-43ab1cdb2e78,"Harris, Edwards and Oconnell",jeans|protein,4.22,3.43,397,8239
19750dc2-d606-59ce-bf68-ba55bd4f937a,Carter-Neal,headphones|hotel|shoes,1.29,7.73,1465,11616
107144e4-4d02-50e9-9d2f-5fd1d355c19d,Faulkner-Casey,finance|gaming|running|workout,3.58,1.57,560,12743
a9190961-975b-560e-93f1-22edd93932eb,Bennett-Velasquez,jackets|jeans,4.08,8.29,179,1387
deb11443-62ef-5371-8727-018d04b39226,Diaz-Frederick,headphones|hotel|laptop|sneakers|vacation,3.57,2.87,59,1421
d02b0e27-df78-54da-8718-659be2db912e,Vargas PLC,headphones|sneakers,0.62,9.99,1736,11589
2ed817ca-2841-542a-bb45-6bd034497133,Maldonado PLC,education|electronics|laptop,4.46,9.21,2319,16448
62f72054-5a4b-5a40-a7c7-6d38dd724392,Benton Group,hotel|jackets,1.57,6.97,641,6458
bec812c8-e5d5-5a43-98fb-c358d716a745,"Clark, Salinas and Guerra",beauty|electronics|gym,0.61,3.76,596,11191
2a564ab1-1e44-5759-8888-114b08cc1951,Fuentes Group,gaming|hotel|insurance,2.13,8.87,1635,12633
16efe211-008e-516e-a5cf-3c82c7b02be9,"Porter, Schultz and Allen",beauty|laptop|skincare,2.92,1.91,121,2022
2619ac11-b883-55a0-957f-acbf7945268b,"Moore, Henderson and Bennett",electronics|sneakers|yoga,1.16,2.73,272,3768
4da449a9-2be8-5b6a-ba84-b749b85fc0f4,Ewing-Mendoza,finance|gym|smartphone|yoga,4.62,3.54,1439,18638
8b1376a5-b5bb-5648-ac02-95aeb2b8fb1f,Ferguson-Mclean,electronics|fashion|gaming,4.28,4.12,713,10520
d13bc175-6a23-589e-be7e-5f1374206826,"Barnes, Johnson and Schmitt",hotel|protein|yoga,4.83,1.01,479,13371
f6d326c8-8f65-5d07-aa8a-4b4baaee31c8,"Woodard, Herrera and Little",flights|insurance|shoes|smartphone,3.52,6.60,2270,19440
6905d1cf-5259-5af7-9b88-7a3e1e699da2,Rodriguez and Sons,books|electronics|gym|laptop|shoes,1.86,8.91,1410,11330
130b5670-566c-55f1-a9de-69000dab0bc8,"Ortega, Jackson and Salazar",fitness|gym|protein,1.29,1.91,153,7467
0266002c-227a-5644-bfaf-b6b31d6ac84e,"Terrell, Byrd and Ross",flights|hotel|skincare|workout|yoga,0.58,2.33,313,13796
88ad99eb-5629-555a-b496-47b4621d24aa,Sheppard-Jordan,fitness|jackets|protein|running,3.88,8.66,2054,13631
a6a60a1b-3645-5ac2-99b4-7b662ac259e1,Garcia and Sons,electronics|finance|flights|insurance,3.06,9.56,193,1667
4af7e7c2-bdf7-5413-8527-ea409ffbc834,"Burgess, Grant and Watts",books|hotel|smartphone,0.54,6.26,1298,15885
a39ff424-3d4e-5fec-b5e8-bef2ed995076,Griffin Group,fashion|hotel,3.09,4.72,831,10181
a7389565-0889-5b11-9406-24782a3e60eb,Barton-Chapman,laptop|protein|shoes,3.00,5.93,1770,18235
428627f8-3a24-5a69-a8f4-63458d3bceef,"Hernandez, Cuevas and Webb",flights|headphones|travel,3.70,1.42,345,15748
7471d0b6-3128-5e12-bc30-9041e16f4711,Perry-Nixon,books|hotel|smartphone,3.23,8.52,1066,8976
bb4edcfb-c77d-5fc5-a8ae-4cea9993d0b7,Guerra Ltd,flights|gym|protein|smartphone,3.23,1.09,215,7041
97508e0c-164e-5240-91dd-29d97bae75b0,Bailey LLC,education|protein|shoes|vacation,0.82,4.79,233,3841
4b2f2b7c-f8c1-5096-9f9b-3547cbb69aca,Mueller-Boyd,gaming|gym|vacation,3.03,1.43,132,3617
2b12fae8-5216-5e1b-9bfa-b52653e23e3a,Alvarez-Kim,hotel|jackets|shoes,3.11,3.05,545,12567
808abca4-3139-5a6e-8c18-8ebfc6f10491,"Chavez, Jones and Williams",books|finance|gym|laptop|workout,1.80,4.24,1101,19225
493a97e9-6e8f-5caf-97d2-08adf1311d9a,"Wilson, Sweeney and Wong",beauty|jackets,2.38,7.72,355,2925
2b2ca365-cf4d-5961-9fa5-d9d4ad46089a,"Marsh, Spears and Yang",fitness|gaming|insurance,1.66,7.26,1415,12097
7bf4effd-efc7-5812-8931-041b95ab91d7,"Thompson, Moore and Castro",education|finance|hotel|insurance|jackets,4.57,5.64,1090,11118
3ea90276-6c33-5dbe-b9a7-d59a3b3e851a,Hall-Sullivan,gaming|gym|insurance|jeans|laptop,3.13,2.56,744,17124
82eb1709-b66c-5752-83b4-1023460c8e93,Lopez Ltd,jeans|shoes|vacation,2.96,9.03,2223,15455
44f2570c-2889-5d89-bcbb-f2b389b935cc,Foster-Mclaughlin,flights|travel,1.81,7.75,469,3747
1c1fe1e0-6a30-5a80-b746-76b91505f22b,Cole Group,books|vacation,0.94,8.41,149,1358
2eaf4ce3-139b-554f-af00-4c7e7a7fb569,Smith-Lewis,gaming|hotel|smartphone|sneakers|vacation,3.27,1.52,411,10994
250a3d92-5d71-5b2e-90b7-36249c08d2c1,Goodwin-Stokes,books|education|fashion|protein|vacation,0.94,9.97,2342,16577
6e3bcdcf-f65b-5def-8d98-f99dde6cf13c,Ray PLC,electronics|fashion|protein|shoes,4.47,8.20,2147,15466
e7aa4923-3af7-5642-aa65-468fe2a0432f,Diaz and Sons,insurance|laptop|protein|skincare,4.53,7.13,1862,17762
71f5a7a3-dc92-5090-95cf-c35ee79d1764,Wilson-Lambert,books|finance|hotel,2.21,9.23,679,4990
97841aed-3cf6-5a6f-8066-b3f9b4008901,Rose-Fowler,education|jackets|jeans|protein,4.79,2.65,112,1632
64683eb2-a7c0-5fef-b259-bd1bb3464722,"Price, Long and Wilson",finance|gym,3.92,4.44,544,6861
68f5439e-fcbd-52cd-9f5f-64f13e5c1d19,Bruce-Williamson,fitness|flights|jackets|protein|yoga,4.60,1.72,7,1347
8324047c-aabd-5b17-89df-6c6a719ed782,"Mccarthy, Evans and Mendez",books|electronics|laptop|skincare,4.11,7.72,282,3404
9b62811a-354f-5261-80c1-53b18b8e7db3,Powers LLC,gaming|laptop|protein|skincare|yoga,0.89,7.52,1573,11114
2d7735ca-8fb6-568c-bcfe-623a0345154a,Allen Inc,books|fitness|headphones|skincare|workout,4.17,8.91,2312,15790
53ac6c59-510b-52f3-9174-d60051caf10f,Brooks and Sons,electronics|fashion|jeans|sneakers|vacation,2.84,6.63,1682,15506
2171a622-f065-530b-af38-6dc9a243c728,"Price, Carlson and Andrews",education|hotel|laptop|travel,3.04,7.84,1367,12425
